-3.393012331385886426e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
8.330276241200000875e-01,5.019511611999999401e-01
9.099991612000001284e-01,3.980072144120000210e+00
0.000000000000000000e+00,0.000000000000000000e+00
5.931649587999999751e-01,1.951161200000000262e+00
0.000000000000000000e+00,0.000000000000000000e+00
7.188000000000001055e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
2.377152372544425241e+00,2.186823194558188188e+00
1.801397897909589485e+00,4.771766664890814802e+00
-3.115311051430303291e+00,2.987992795462762086e+00
5.846269682451797678e+00,8.460021899651430033e+00
3.073818258031793427e+00,9.411321672948034234e+00
6.561301540485484640e-01,4.916980393279741790e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
2.877361110000000277e+00,5.732562202923999983e+00
0.000000000000000000e+00,1.229999999999999982e+00
3.011000000000000343e-01,1.591744161200000063e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
1.019511612000000150e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
1.744161200000000189e+00,1.050000000000000044e+00
2.000000000000000111e-01,1.248800000000000132e+00
7.763080256619678821e-01,1.200000000000000178e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
1.922604967935364950e+00,3.953417256907423738e+00
2.298079272228885639e-01,5.859925457398701631e+00
5.238192482469230388e-02,2.966500479807827606e+00
4.548216735171195957e+00,4.462551001740654222e+00
9.985765738649401424e-01,9.485097004219841921e+00
2.191455219949773436e+00,-6.126926938090315744e-02
7.853233437668402317e+00,7.344317909256274035e+00
3.795757886137759840e+01,3.720350186111923563e+01
7.305755565041217814e+00,5.819946881761392632e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
3.082230562888876868e+00,4.964572253243797917e+00
4.374010386882252188e-01,9.364518276095459726e+00
-1.240143990136714613e+00,2.405652077127861777e+00
5.769442981909702617e+00,6.736646250946793479e+00
3.394626829722919403e+00,1.159817662056300236e+01
-1.077503609259190309e+00,-1.524117684366998127e+00
